2026-03-10 16:40:39,483 [WARNING] discord.client: PyNaCl is not installed, voice will NOT be supported
2026-03-10 16:40:39,484 [INFO] discord.client: logging in using static token
2026-03-10 16:40:40,221 [INFO] GDP-Bot: Initializing database...
2026-03-10 16:40:40,397 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 16:40:40,405 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 16:40:40,412 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 16:40:40,422 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 16:40:40,431 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 16:40:40,439 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 16:40:40,453 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 16:40:40,593 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 16:40:40,877 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 16:40:40,877 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 16:40:41,677 [INFO] GDP-Bot: Synced 65 slash commands
2026-03-10 16:40:42,362 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: d341a08be40d10e462be23cfbcae7a72).
2026-03-10 16:40:44,406 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:04:24,827 [WARNING] discord.client: PyNaCl is not installed, voice will NOT be supported
2026-03-10 21:04:24,828 [INFO] discord.client: logging in using static token
2026-03-10 21:04:25,950 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:04:25,994 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:04:26,004 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:04:26,010 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:04:26,018 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:04:26,024 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:04:26,032 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:04:26,042 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:04:26,049 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:04:26,057 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:04:26,057 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 21:04:26,465 [INFO] GDP-Bot: Synced 65 slash commands
2026-03-10 21:04:27,171 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: 4e8ae3bbbb265197fd982fab433fcfe8).
2026-03-10 21:04:29,203 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:17:01,777 [WARNING] discord.client: PyNaCl is not installed, voice will NOT be supported
2026-03-10 21:17:01,777 [INFO] discord.client: logging in using static token
2026-03-10 21:17:02,801 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:17:02,837 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:17:02,847 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:17:02,855 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:17:02,863 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:17:02,868 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:17:02,879 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:17:02,888 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:17:02,896 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:17:02,907 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:17:02,918 [INFO] GDP-Bot: Loaded cogs.reports
2026-03-10 21:17:02,918 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 21:17:03,386 [INFO] GDP-Bot: Synced 71 slash commands
2026-03-10 21:17:04,155 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: ba4d7e3f8225de43825cef3ddb0e86e1).
2026-03-10 21:17:06,197 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:39:37,379 [INFO] discord.client: logging in using static token
2026-03-10 21:39:38,099 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:39:38,293 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:39:38,295 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:39:38,301 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:39:38,303 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:39:38,304 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:39:38,307 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:39:38,309 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:39:38,311 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:39:38,314 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:39:38,316 [INFO] GDP-Bot: Loaded cogs.reports
2026-03-10 21:39:38,591 [INFO] GDP-Bot: Loaded cogs.music
2026-03-10 21:39:38,599 [INFO] GDP-Bot: Loaded cogs.automod
2026-03-10 21:39:38,605 [INFO] GDP-Bot: Loaded cogs.reaction_roles
2026-03-10 21:39:38,611 [INFO] GDP-Bot: Loaded cogs.birthday
2026-03-10 21:39:38,616 [ERROR] GDP-Bot: Failed to load cogs.suggestions: Extension 'cogs.suggestions' raised an error: TypeError: button() got an unexpected keyword argument 'custom_id_prefix'
2026-03-10 21:39:38,623 [INFO] GDP-Bot: Loaded cogs.event_log
2026-03-10 21:39:38,628 [INFO] GDP-Bot: Loaded cogs.reminders
2026-03-10 21:39:38,635 [INFO] GDP-Bot: Loaded cogs.antiraid
2026-03-10 21:39:38,642 [INFO] GDP-Bot: Loaded cogs.scheduler
2026-03-10 21:39:38,642 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 21:39:39,784 [INFO] GDP-Bot: Synced 99 slash commands
2026-03-10 21:39:40,439 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: 91c264a792fec608f8656b84f87e9515).
2026-03-10 21:39:42,478 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:40:19,266 [INFO] discord.client: logging in using static token
2026-03-10 21:40:19,970 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:40:19,989 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:40:19,991 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:40:19,994 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:40:19,997 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:40:19,999 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:40:20,002 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:40:20,005 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:40:20,007 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:40:20,010 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:40:20,013 [INFO] GDP-Bot: Loaded cogs.reports
2026-03-10 21:40:20,147 [INFO] GDP-Bot: Loaded cogs.music
2026-03-10 21:40:20,150 [INFO] GDP-Bot: Loaded cogs.automod
2026-03-10 21:40:20,152 [INFO] GDP-Bot: Loaded cogs.reaction_roles
2026-03-10 21:40:20,153 [INFO] GDP-Bot: Loaded cogs.birthday
2026-03-10 21:40:20,155 [ERROR] GDP-Bot: Failed to load cogs.suggestions: Extension 'cogs.suggestions' raised an error: TypeError: button() got an unexpected keyword argument 'custom_id_prefix'
2026-03-10 21:40:20,157 [INFO] GDP-Bot: Loaded cogs.event_log
2026-03-10 21:40:20,158 [INFO] GDP-Bot: Loaded cogs.reminders
2026-03-10 21:40:20,160 [INFO] GDP-Bot: Loaded cogs.antiraid
2026-03-10 21:40:20,162 [INFO] GDP-Bot: Loaded cogs.scheduler
2026-03-10 21:40:20,162 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 21:40:20,856 [INFO] GDP-Bot: Synced 99 slash commands
2026-03-10 21:40:21,509 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: fcaebaae363fed2b514835aa0ec2fe1a).
2026-03-10 21:40:23,558 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:41:16,705 [INFO] discord.client: logging in using static token
2026-03-10 21:41:17,280 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:41:17,298 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:41:17,300 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:41:17,302 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:41:17,305 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:41:17,306 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:41:17,308 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:41:17,310 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:41:17,312 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:41:17,315 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:41:17,317 [INFO] GDP-Bot: Loaded cogs.reports
2026-03-10 21:41:17,528 [INFO] GDP-Bot: Loaded cogs.music
2026-03-10 21:41:17,530 [INFO] GDP-Bot: Loaded cogs.automod
2026-03-10 21:41:17,532 [INFO] GDP-Bot: Loaded cogs.reaction_roles
2026-03-10 21:41:17,534 [INFO] GDP-Bot: Loaded cogs.birthday
2026-03-10 21:41:17,541 [INFO] GDP-Bot: Loaded cogs.suggestions
2026-03-10 21:41:17,543 [INFO] GDP-Bot: Loaded cogs.event_log
2026-03-10 21:41:17,545 [ERROR] GDP-Bot: Failed to load cogs.reminders: Extension 'cogs.reminders' raised an error: CommandLimitReached: maximum number of slash commands exceeded 100 globally
2026-03-10 21:41:17,547 [ERROR] GDP-Bot: Failed to load cogs.antiraid: Extension 'cogs.antiraid' raised an error: CommandLimitReached: maximum number of slash commands exceeded 100 globally
2026-03-10 21:41:17,549 [INFO] GDP-Bot: Loaded cogs.scheduler
2026-03-10 21:41:17,549 [INFO] GDP-Bot: Syncing slash commands...
2026-03-10 21:41:18,101 [INFO] GDP-Bot: Synced 100 slash commands
2026-03-10 21:41:18,944 [INFO] discord.gateway: Shard ID None has connected to Gateway (Session ID: 0c133ad1dc86a9bf8e3ba73260a14295).
2026-03-10 21:41:20,972 [INFO] GDP-Bot: Logged in as GDP SUPPORT#5461 (ID: 1452813175572398333)
2026-03-10 21:43:35,126 [INFO] discord.client: logging in using static token
2026-03-10 21:43:35,707 [INFO] GDP-Bot: Initializing database...
2026-03-10 21:43:35,725 [INFO] GDP-Bot: Loaded cogs.moderation
2026-03-10 21:43:35,727 [INFO] GDP-Bot: Loaded cogs.economy
2026-03-10 21:43:35,729 [INFO] GDP-Bot: Loaded cogs.leveling
2026-03-10 21:43:35,732 [INFO] GDP-Bot: Loaded cogs.fun
2026-03-10 21:43:35,734 [INFO] GDP-Bot: Loaded cogs.welcome
2026-03-10 21:43:35,736 [INFO] GDP-Bot: Loaded cogs.tickets
2026-03-10 21:43:35,738 [INFO] GDP-Bot: Loaded cogs.giveaway
2026-03-10 21:43:35,740 [INFO] GDP-Bot: Loaded cogs.utility
2026-03-10 21:43:35,742 [INFO] GDP-Bot: Loaded cogs.admin
2026-03-10 21:43:35,745 [INFO] GDP-Bot: Loaded cogs.reports
2026-03-10 21:43:35,879 [INFO] GDP-Bot: Loaded cogs.music
2026-03-10 21:43:35,881 [INFO] GDP-Bot: Loaded cogs.automod
2026-03-10 21:43:35,883 [INFO] GDP-Bot: Loaded cogs.reaction_roles
2026-03-10 21:43:35,888 [INFO] GDP-Bot: Loaded cogs.birthday
2026-03-10 21:43:35,891 [INFO] GDP-Bot: Loaded cogs.suggestions
2026-03-10 21:43:35,892 [INFO] GDP-Bot: Loaded cogs.event_log
2026-03-10 21:43:35,897 [INFO] GDP-Bot: Loaded cogs.reminders
2026-03-10 21:43:35,901 [INFO] GDP-Bot: Loaded cogs.antiraid
2026-03-10 21:43:35,903 [INFO] GDP-Bot: Loaded cogs.scheduler
